央视,#genre#
CCTV-13 新闻,http://39.135.33.12/PLTV/77777777/224/3221226819/index.m3u8
CCTV-13 新闻,http://39.134.65.175/PLTV/88888888/224/3221225812/index.m3u8
CCTV-14 少儿,http://39.135.135.29:80/wh7f454c46tw3002386123_-1605649555/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8?
CCTV-14 少儿,http://39.135.33.12/PLTV/77777777/224/3221226591/index.m3u8
CCTV-14 少儿,http://39.135.33.12/PLTV/77777777/224/3221226715/index.m3u8
CCTV-15 音乐,http://39.135.33.12/PLTV/77777777/224/3221226582/index.m3u8
CCTV-15 音乐,http://39.135.33.12/PLTV/77777777/224/3221226818/index.m3u8
CCTV-15 音乐,http://39.134.65.5:80/wh7f454c46tw3133963187_985219296/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-5+ 体育赛事,http://39.130.206.213:6410/gitv_live/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV-5+ 体育赛事,http://39.135.33.12/PLTV/77777777/224/3221226597/index.m3u8
CCTV-5+ 体育赛事,http://39.135.33.12/PLTV/77777777/224/3221226672/index.m3u8
CCTV-17 农业农村,http://39.134.134.85:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8#http://39.135.135.86:80/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17 农业农村,https://cctvcnch5ca.v.wscdns.com/live/cctv17_2/index.m3u8?contentid=2820180516001
CCTV-17 农业农村,http://39.135.33.12/PLTV/77777777/224/3221226610/index.m3u8
CCTV-17 农业农村,http://39.135.33.12/PLTV/77777777/224/3221226815/index.m3u8
CETV-1 中国教育 ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
CCTV-中央新影-老故事,http://39.135.138.6:6610/PLTV/88888888/224/3221225517/2/1000.m3u8
CCTV-中央新影-发现之旅,http://39.134.24.221:80/PLTV/88888888/224/3221225879/index.m3u8
CCTV-中央新影-中学生,http://39.135.138.6:6610/PLTV/88888888/224/3221225515/2/1000.m3u8
CCTV-中央新影-新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2_hd.m3u8
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
农业致富,http://39.134.134.89:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226304/1.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
电影#genre#
动作电影,http://111.20.45.169:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8?icpid=
动作电影,http://111.20.45.168:80/wh7f454c46tw2071132387_-1882206356/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
高清电影,http://39.134.18.66:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8?icpid=
高清电影,http://111.20.45.168:80/wh7f454c46tw2071132387_-1882206356/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
家庭影院,http://39.134.18.68:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8?icpid=
家庭影院,http://111.20.45.168:80/wh7f454c46tw2071132387_-1882206356/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
黑莓电影http://39.134.65.5:80/wh7f454c46tw2166015022_112419402/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8?
淘电影(北京IPTV),http://39.134.135.81:80/wh7f454c46tw2832933919_1439218823/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/index.m3u8?
地方台,#genre#
宾川1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000156/157.m3u8#http://live.bcrmtzx.com/tv01/sd/live.m3u8
大理-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000150/150.m3u8
大理-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000151/149.m3u8
大理-3,http://183.224.43.183:8007/TV/0/00000001000000050000000000000152/148.m3u8
丽江新闻综合,http://183.224.43.183:8007/TV/0/00000001000000050000000000000100/98.m3u8
丽江公共,http://183.224.43.183:8007/TV/0/00000001000000050000000000000101/97.m3u8
西双版纳-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000042/45.m3u8
西双版纳-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000043/44.m3u8
香格里拉,http://183.224.43.183:8007/TV/0/00000001000000050000000000000078/81.m3u8
德钦,http://183.224.43.183:8007/TV/0/00000001000000050000000000000079/80.m3u8
维西,http://183.224.43.183:8007/TV/0/00000001000000050000000000000080/79.m3u8
昭通-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000082/85.m3u8
盈江,http://183.224.43.183:8007/TV/0/00000001000000050000000000000084/87.m3u8
芒市,http://183.224.43.183:8007/TV/0/00000001000000050000000000000085/89.m3u8
红河-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000088/94.m3u8
红河-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000089/93.m3u8
保山-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000092/103.m3u8
保山-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000093/102.m3u8
临沧-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000098/100.m3u8
临沧-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000099/99.m3u8
昭通-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000029/29.m3u8
德宏新闻综合,http://183.224.43.183:8007/TV/0/00000001000000050000000000000047/48.m3u8
德宏公共,http://183.224.43.183:8007/TV/0/00000001000000050000000000000048/49.m3u8
迪庆新闻综合,http://183.224.43.183:8007/TV/0/00000001000000050000000000000076/83.m3u8
临翔,http://183.224.43.183:8007/TV/0/00000001000000050000000000000133/139.m3u8
云县,http://183.224.43.183:8007/TV/0/00000001000000050000000000000134/138.m3u8
凤庆,http://183.224.43.183:8007/TV/0/00000001000000050000000000000135/137.m3u8
永德,http://183.224.43.183:8007/TV/0/00000001000000050000000000000136/136.m3u8
耿马,http://183.224.43.183:8007/TV/0/00000001000000050000000000000137/135.m3u8
双江,http://183.224.43.183:8007/TV/0/00000001000000050000000000000138/134.m3u8
镇康,http://183.224.43.183:8007/TV/0/00000001000000050000000000000139/133.m3u8
文山公共,http://183.224.43.183:8007/TV/0/00000001000000050000000000000140/141.m3u8
文山新闻综合,http://183.224.43.183:8007/TV/0/00000001000000050000000000000141/140.m3u8
沧源,http://183.224.43.183:8007/TV/0/00000001000000050000000000000142/146.m3u8
兰坪,http://183.224.43.183:8007/TV/0/00000001000000050000000000000143/145.m3u8
泸水,http://183.224.43.183:8007/TV/0/00000001000000050000000000000144/144.m3u8
普洱-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000147/147.m3u8
曲靖-1,http://183.224.43.183:8007/TV/0/00000001000000050000000000000153/155.m3u8
曲靖-2,http://183.224.43.183:8007/TV/0/00000001000000050000000000000154/153.m3u8
曲靖-3,http://183.224.43.183:8007/TV/0/00000001000000050000000000000155/154.m3u8
卫视台,#genre# 
云南卫视,http://39.134.65.86:80/wh7f454c46tw2671761824_32184038/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
湖北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225740/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225506/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225522/index.m3u8
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225534/index.m3u8
黑龙江卫视,http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8
黑龙江卫视,http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8
安徽卫视,http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
江西卫视,http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8
天津卫视,http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
贵州卫视,http://39.135.34.150:8080/000000001000/1000000002000003169/1.m3u8?
河北卫视,http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
四川卫视,http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
内蒙古卫视,http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8
海南卫视,http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
厦门卫视,http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8
港澳,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰卫视,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
体育,#genre#
奕坛春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8
奕坛春秋,http://223.110.241.137:6610/gitv/live1/G_YITANCQ/G_YITANCQ/.m3u8
中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
武博世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
军事评论,http://39.135.238.50:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226326/1.m3u8?
UTV舞蹈世界,http://39.134.198.2:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/SD-1500k-576P-youshizy/index.m3u8?
象棋1,http://qj.yyrjdp.cn/jiuban/huya.php?id=610553
象棋2,http://qj.yyrjdp.cn/jiuban/huya.php?id=21359045
象棋3,http://qj.yyrjdp.cn/jiuban/huya.php?id=23926276
轮播频道,#genre#
动物世界,http://111.6.242.36/txpcdn.liveplay.egame.qq.com/live/3954_417299409.m3u8
新三国,http://111.6.242.36/txpcdn.liveplay.egame.qq.com/live/3954_384343974.m3u8
开心影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
虎牙-笑傲帮台,http://121.12.115.114/tx.hls.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1_2000.m3u8
虎牙-逗乐小品,http://121.12.115.114/tx.hls.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1_2000.m3u8
财经#genre#
第一财经,http://39.134.39.37/PLTV/88888888/224/3221226172/index.m3u8
东方财经,http://39.134.38.133:80/PLTV/88888888/224/3221226306/index.m3u8?
点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
家庭理财,http://223.110.241.137:6610/gitv/live1/G_JIATINGLC/G_JIATINGLC/.m3u8
其他#genre#
文物宝库,http://hndxrm1.8686c.com/live/wwbk.m3u8
茶频道,http://39.134.135.80:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226548/1.m3u8?icpid=
求索科学,http://39.135.135.71:80/PLTV/88888888/224/3221225728/index.m3u8?icpid=
相声小品,http://39.134.39.37/PLTV/88888888/224/3221226260/index.m3u8
北京#genre#
北京东奥纪实,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京影视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
北京文艺,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京新闻,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京生活,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京科教,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京财经,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京青年,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
